Frequency (Hz)	Level (dB)
292.968750	-80.277336
293.457031	-79.477600
293.945312	-81.156204
294.433594	-82.660599
294.921875	-86.649223
295.410156	-85.522850
295.898438	-81.922897
296.386719	-86.949356
296.875000	-82.384567
297.363281	-81.854050
297.851562	-83.836288
298.339844	-84.587860
298.828125	-81.865250
299.316406	-84.150696
299.804688	-83.605782
300.292969	-83.946327
300.781250	-84.128090
301.269531	-84.228210
301.757812	-84.170662
302.246094	-82.955025
302.734375	-80.984428
303.222656	-81.267471
303.710938	-83.925499
304.199219	-83.483109
304.687500	-82.030533
305.175781	-84.074692
305.664062	-81.815651
306.152344	-81.900078
306.640625	-81.707474
307.128906	-84.608498
307.617188	-84.274025
308.105469	-81.575989
308.593750	-84.477844
309.082031	-82.291840
309.570312	-80.802841
310.058594	-79.734932
310.546875	-84.643150
311.035156	-83.124855
311.523438	-85.785431
312.011719	-86.107681
312.500000	-81.057396
312.988281	-83.313133
313.476562	-83.970604
313.964844	-81.942352
314.453125	-82.968666
314.941406	-84.533264
315.429688	-81.500427
315.917969	-83.946945
316.406250	-86.567665
316.894531	-84.345932
317.382812	-84.866867
317.871094	-82.971855
318.359375	-81.535561
318.847656	-81.950783
319.335938	-83.508018
319.824219	-82.859352
320.312500	-86.071587
320.800781	-85.684372
321.289062	-84.934532
321.777344	-83.687897
322.265625	-81.481575
322.753906	-81.572273
323.242188	-83.502808
323.730469	-84.871399
324.218750	-81.113525
324.707031	-81.982430
325.195312	-83.607780
325.683594	-83.440842
326.171875	-86.574364
326.660156	-82.294685
327.148438	-82.652061
327.636719	-82.489227
328.125000	-85.384315
328.613281	-80.632187
329.101562	-80.665009
329.589844	-79.504517
330.078125	-82.286217
330.566406	-82.331055
331.054688	-82.684341
331.542969	-83.175026
332.031250	-82.969452
332.519531	-82.176392
333.007812	-81.949020
333.496094	-79.483215
333.984375	-83.107391
334.472656	-81.017021
334.960938	-82.290024
335.449219	-81.354523
335.937500	-83.054123
336.425781	-80.456726
336.914062	-84.353477
337.402344	-84.790108
337.890625	-85.723824
338.378906	-83.165009
338.867188	-82.104050
339.355469	-83.647018
339.843750	-83.457298
340.332031	-85.480301
340.820312	-84.251671
341.308594	-82.077988
341.796875	-83.650002
342.285156	-82.404877
342.773438	-82.566940
343.261719	-85.263550
343.750000	-81.691521
344.238281	-84.922043
344.726562	-83.639320
345.214844	-80.705643
345.703125	-84.347336
346.191406	-87.732033
346.679688	-84.051605
347.167969	-81.055634
347.656250	-85.603378
348.144531	-84.273254
348.632812	-81.229874
349.121094	-84.818207
349.609375	-81.903389
350.097656	-83.821991
350.585938	-85.047119
351.074219	-81.187759
351.562500	-78.039177
352.050781	-79.984116
352.539062	-81.075592
353.027344	-85.103317
353.515625	-82.923965
354.003906	-82.328293
354.492188	-80.065453
354.980469	-81.929131
355.468750	-81.825386
355.957031	-80.562477
356.445312	-80.785080
356.933594	-81.738510
357.421875	-80.813683
357.910156	-81.577034
358.398438	-85.374870
358.886719	-80.452377
