Frequency (Hz)	Level (dB)
140.625000	-57.457462
140.869141	-57.375614
141.113281	-59.476051
141.357422	-58.347565
141.601562	-59.203732
141.845703	-61.304111
142.089844	-58.397198
142.333984	-57.390694
142.578125	-60.955051
142.822266	-61.907417
143.066406	-60.054802
143.310547	-58.503685
143.554688	-60.775959
143.798828	-59.591259
144.042969	-59.251423
144.287109	-64.848587
144.531250	-60.299694
144.775391	-62.040630
145.019531	-57.751781
145.263672	-58.532524
145.507812	-63.228638
145.751953	-59.574432
145.996094	-59.155796
146.240234	-58.481762
146.484375	-59.685833
146.728516	-59.111710
146.972656	-57.227024
147.216797	-58.017479
147.460938	-57.825836
147.705078	-59.053440
147.949219	-59.594433
148.193359	-59.412479
148.437500	-63.688705
148.681641	-59.319477
148.925781	-59.118462
149.169922	-64.226715
149.414062	-63.977154
149.658203	-57.006271
149.902344	-59.996307
150.146484	-58.117451
150.390625	-59.386021
150.634766	-59.359188
150.878906	-59.587814
151.123047	-59.785664
151.367188	-59.629528
151.611328	-60.479691
151.855469	-60.416191
152.099609	-63.056244
152.343750	-61.306725
152.587891	-61.790951
152.832031	-59.738125
153.076172	-57.430233
153.320312	-56.956039
153.564453	-59.726357
153.808594	-59.895004
154.052734	-58.701557
154.296875	-61.670990
154.541016	-59.288559
154.785156	-62.549202
155.029297	-61.312832
155.273438	-62.948322
155.517578	-62.036507
155.761719	-60.923157
156.005859	-61.358585
156.250000	-59.961582
156.494141	-60.799076
156.738281	-59.694397
156.982422	-61.437073
157.226562	-64.646194
157.470703	-61.602127
157.714844	-63.542572
157.958984	-61.765804
158.203125	-58.122574
158.447266	-59.525913
158.691406	-61.068344
158.935547	-57.385990
159.179688	-61.322063
159.423828	-60.546467
159.667969	-58.676552
159.912109	-62.704254
160.156250	-58.929260
160.400391	-63.466892
160.644531	-64.701126
160.888672	-59.144085
161.132812	-61.836433
161.376953	-59.599380
161.621094	-60.562160
161.865234	-58.673157
162.109375	-58.294937
162.353516	-62.555050
162.597656	-65.219826
162.841797	-63.070168
163.085938	-62.859783
163.330078	-60.880905
163.574219	-58.981987
163.818359	-61.935677
164.062500	-60.010918
164.306641	-61.971195
164.550781	-59.841446
164.794922	-58.917492
165.039062	-60.945732
165.283203	-59.830875
165.527344	-59.465218
165.771484	-55.634361
166.015625	-58.360191
166.259766	-58.678501
166.503906	-58.135815
166.748047	-59.538422
166.992188	-59.718330
167.236328	-60.768219
167.480469	-59.995174
167.724609	-57.804802
167.968750	-58.710968
168.212891	-57.253624
168.457031	-60.907993
168.701172	-58.450130
168.945312	-61.219906
169.189453	-63.528305
169.433594	-60.977367
169.677734	-58.387150
169.921875	-59.110958
170.166016	-61.173981
170.410156	-61.481300
170.654297	-62.104919
170.898438	-60.637085
171.142578	-60.871380
171.386719	-59.374680
171.630859	-61.247238
171.875000	-63.664505
172.119141	-59.796074
172.363281	-61.878208
172.607422	-60.292564
172.851562	-62.364376
173.095703	-60.624542
173.339844	-63.591766
173.583984	-60.294636
173.828125	-61.749641
174.072266	-58.905865
174.316406	-58.307213
174.560547	-63.417187
174.804688	-60.868488
175.048828	-60.677422
175.292969	-62.720669
175.537109	-62.666237
175.781250	-60.257278
176.025391	-59.153973
176.269531	-61.739101
176.513672	-63.092670
176.757812	-61.101833
177.001953	-63.749725
177.246094	-62.273460
177.490234	-62.719501
177.734375	-63.223240
177.978516	-63.865646
178.222656	-64.314377
178.466797	-61.312740
178.710938	-60.706169
178.955078	-60.617279
179.199219	-59.853031
179.443359	-59.315491
179.687500	-59.088184
179.931641	-59.086132
180.175781	-59.926758
180.419922	-59.385986
180.664062	-64.468422
180.908203	-65.405441
181.152344	-64.024147
181.396484	-58.772755
181.640625	-57.854340
181.884766	-61.010593
182.128906	-60.950424
182.373047	-64.084976
182.617188	-62.591274
182.861328	-61.121113
183.105469	-59.143116
183.349609	-62.695782
183.593750	-63.126484
183.837891	-61.645885
184.082031	-64.635750
184.326172	-61.421837
184.570312	-62.045612
184.814453	-63.101109
185.058594	-62.265507
185.302734	-61.178192
185.546875	-59.756260
185.791016	-63.210510
186.035156	-68.480827
186.279297	-58.486912
186.523438	-61.346634
186.767578	-68.913666
187.011719	-68.402222
187.255859	-67.389008
187.500000	-61.269611
187.744141	-62.860287
187.988281	-64.559509
188.232422	-66.590431
188.476562	-61.134274
188.720703	-63.419445
188.964844	-62.654514
189.208984	-62.463383
189.453125	-60.308128
189.697266	-62.916824
189.941406	-60.202930
190.185547	-61.417595
190.429688	-60.788788
190.673828	-62.184505
190.917969	-62.358673
191.162109	-60.371571
191.406250	-63.722031
191.650391	-61.974106
191.894531	-64.469704
192.138672	-63.162697
192.382812	-66.326622
192.626953	-61.923031
192.871094	-67.148567
193.115234	-66.738525
193.359375	-66.982315
193.603516	-62.002010
193.847656	-61.045887
194.091797	-59.406841
194.335938	-65.511032
194.580078	-64.105476
194.824219	-63.813526
195.068359	-65.569206
195.312500	-64.135895
195.556641	-64.540413
195.800781	-62.690514
196.044922	-62.955681
196.289062	-62.111752
196.533203	-60.804611
196.777344	-65.370621
197.021484	-61.924042
197.265625	-63.588604
197.509766	-60.727081
197.753906	-61.416508
197.998047	-59.395760
198.242188	-70.705711
198.486328	-61.228771
198.730469	-63.267296
198.974609	-67.945518
199.218750	-68.276001
199.462891	-65.905960
199.707031	-65.529358
199.951172	-63.626743
200.195312	-64.701851
200.439453	-62.317802
200.683594	-61.707085
200.927734	-61.895264
201.171875	-66.195244
201.416016	-66.621262
201.660156	-66.152733
201.904297	-68.041229
202.148438	-65.417892
202.392578	-64.511063
202.636719	-64.896164
202.880859	-66.231079
203.125000	-64.368744
203.369141	-61.694202
203.613281	-66.125092
203.857422	-66.531029
204.101562	-62.303043
204.345703	-62.799015
204.589844	-64.473869
204.833984	-67.661598
205.078125	-66.623245
205.322266	-63.162254
205.566406	-66.468910
205.810547	-62.493725
206.054688	-63.908100
206.298828	-66.357704
206.542969	-66.517578
206.787109	-62.743996
207.031250	-64.279221
207.275391	-67.541466
207.519531	-67.678780
207.763672	-63.649338
208.007812	-62.933853
208.251953	-63.178402
208.496094	-65.101700
208.740234	-67.487152
208.984375	-66.543846
209.228516	-68.602188
209.472656	-69.144707
209.716797	-66.147903
209.960938	-67.426460
210.205078	-66.630951
210.449219	-67.369141
210.693359	-66.165726
210.937500	-64.945656
211.181641	-66.384216
211.425781	-71.697884
211.669922	-65.306908
211.914062	-62.181149
212.158203	-66.989220
212.402344	-65.201897
212.646484	-64.822067
212.890625	-61.945984
213.134766	-63.295364
213.378906	-68.239235
213.623047	-66.799675
213.867188	-69.062279
214.111328	-64.207504
214.355469	-65.072533
214.599609	-68.012802
214.843750	-67.507294
215.087891	-65.033279
215.332031	-63.530373
215.576172	-70.073753
215.820312	-65.795395
216.064453	-67.860756
216.308594	-72.640167
216.552734	-70.460983
216.796875	-64.597107
217.041016	-69.354500
217.285156	-66.261032
217.529297	-70.526520
217.773438	-67.475060
218.017578	-67.354317
218.261719	-64.506973
218.505859	-62.728611
218.750000	-69.069473
218.994141	-66.659691
219.238281	-68.602478
219.482422	-59.617966
219.726562	-65.975998
219.970703	-64.615280
220.214844	-63.393700
220.458984	-64.399231
220.703125	-65.263718
220.947266	-67.523956
221.191406	-63.983459
221.435547	-72.938980
221.679688	-66.650795
221.923828	-63.599361
222.167969	-65.072205
222.412109	-65.876122
222.656250	-67.692528
222.900391	-70.259857
223.144531	-68.201653
223.388672	-69.578171
223.632812	-67.648628
223.876953	-70.922974
224.121094	-68.629837
224.365234	-66.472076
224.609375	-65.819168
224.853516	-67.668488
225.097656	-66.428314
225.341797	-68.179733
225.585938	-67.431282
225.830078	-66.508003
226.074219	-68.496109
226.318359	-68.549881
226.562500	-63.889725
226.806641	-64.608467
227.050781	-67.832329
227.294922	-65.846924
227.539062	-68.355263
227.783203	-66.829514
228.027344	-66.587540
228.271484	-68.659660
228.515625	-67.759888
228.759766	-69.463402
229.003906	-68.459648
